s 13-Dec-2011       (biehl_338.dat - 1.0*Aver(biehl_337.dat,biehl_339.dat) /  2
biehl_338.da  Conc = .22E+01  N1 =    1  N2 = 2170
biehl_337.da  Conc = 0.0d+0   N1 =    1  N2 = 2170
biehl_339.da  Conc = 0.0d+0   N1 =    1  N2 = 2170
  0.854979E-01  0.178301E+03  0.383044E+02
  0.882382E-01  0.156139E+03  0.135279E+02
  0.909785E-01  0.150313E+03  0.110681E+02
  0.937188E-01  0.147430E+03  0.954762E+01
  0.964591E-01  0.141615E+03  0.846613E+01
  0.991995E-01  0.141024E+03  0.750891E+01
  0.101940E+00  0.135792E+03  0.685011E+01
  0.104680E+00  0.140996E+03  0.607993E+01
  0.107420E+00  0.142598E+03  0.563648E+01
  0.110161E+00  0.141328E+03  0.500672E+01
  0.112901E+00  0.141384E+03  0.460086E+01
  0.115641E+00  0.139190E+03  0.427217E+01
  0.118382E+00  0.138946E+03  0.389977E+01
  0.121122E+00  0.133928E+03  0.356645E+01
  0.123862E+00  0.133177E+03  0.324421E+01
  0.126603E+00  0.131049E+03  0.302154E+01
  0.129343E+00  0.130905E+03  0.288496E+01
  0.132083E+00  0.131197E+03  0.264907E+01
  0.134823E+00  0.130819E+03  0.251163E+01
  0.137564E+00  0.130812E+03  0.233109E+01
  0.140304E+00  0.125773E+03  0.218395E+01
  0.143044E+00  0.127892E+03  0.204263E+01
  0.145785E+00  0.127734E+03  0.194566E+01
  0.148525E+00  0.126554E+03  0.186798E+01
  0.151265E+00  0.125979E+03  0.175424E+01
  0.154006E+00  0.125205E+03  0.168547E+01
  0.156746E+00  0.123121E+03  0.156643E+01
  0.159486E+00  0.123711E+03  0.153674E+01
  0.162227E+00  0.124352E+03  0.145632E+01
  0.164967E+00  0.122710E+03  0.141778E+01
  0.167707E+00  0.121187E+03  0.134920E+01
  0.170447E+00  0.122375E+03  0.129049E+01
  0.173188E+00  0.121117E+03  0.126007E+01
  0.175928E+00  0.121076E+03  0.121935E+01
  0.178668E+00  0.120333E+03  0.117258E+01
  0.181409E+00  0.117323E+03  0.112473E+01
  0.184149E+00  0.116998E+03  0.110913E+01
  0.186889E+00  0.116225E+03  0.108336E+01
  0.189630E+00  0.117967E+03  0.103536E+01
  0.192370E+00  0.115848E+03  0.100504E+01
  0.195110E+00  0.114214E+03  0.990390E+00
  0.197851E+00  0.114363E+03  0.966107E+00
  0.200591E+00  0.113210E+03  0.953271E+00
  0.203331E+00  0.113569E+03  0.903388E+00
  0.206071E+00  0.111014E+03  0.898575E+00
  0.208812E+00  0.111923E+03  0.877850E+00
  0.211552E+00  0.111761E+03  0.874293E+00
  0.214292E+00  0.111199E+03  0.851899E+00
  0.217033E+00  0.110051E+03  0.825478E+00
  0.219773E+00  0.108602E+03  0.833489E+00
  0.222513E+00  0.108679E+03  0.802251E+00
  0.225254E+00  0.107384E+03  0.792031E+00
  0.227994E+00  0.107828E+03  0.784741E+00
  0.230734E+00  0.107446E+03  0.767950E+00
  0.233475E+00  0.106468E+03  0.773846E+00
  0.236215E+00  0.107017E+03  0.741353E+00
  0.238955E+00  0.104532E+03  0.749095E+00
  0.241696E+00  0.104861E+03  0.730935E+00
  0.244436E+00  0.104052E+03  0.725260E+00
  0.247176E+00  0.103076E+03  0.728606E+00
  0.249916E+00  0.101828E+03  0.694907E+00
  0.252657E+00  0.102275E+03  0.712851E+00
  0.255397E+00  0.102052E+03  0.702520E+00
  0.258137E+00  0.100898E+03  0.690019E+00
  0.260878E+00  0.991556E+02  0.683618E+00
  0.263618E+00  0.982169E+02  0.663987E+00
  0.266358E+00  0.975182E+02  0.678653E+00
  0.269099E+00  0.978478E+02  0.663514E+00
  0.271839E+00  0.972714E+02  0.658830E+00
  0.274579E+00  0.959009E+02  0.657625E+00
  0.277320E+00  0.937088E+02  0.631372E+00
  0.280060E+00  0.942890E+02  0.651523E+00
  0.282800E+00  0.937530E+02  0.626379E+00
  0.285540E+00  0.938719E+02  0.636227E+00
  0.288281E+00  0.928195E+02  0.632131E+00
  0.291021E+00  0.916613E+02  0.612750E+00
  0.293761E+00  0.919377E+02  0.622547E+00
  0.296502E+00  0.909465E+02  0.602108E+00
  0.299242E+00  0.900175E+02  0.605202E+00
  0.301982E+00  0.901443E+02  0.600356E+00
  0.304723E+00  0.884391E+02  0.593715E+00
  0.307463E+00  0.873072E+02  0.585304E+00
  0.310203E+00  0.874175E+02  0.578677E+00
  0.312944E+00  0.861209E+02  0.573511E+00
  0.315684E+00  0.855527E+02  0.572233E+00
  0.318424E+00  0.852665E+02  0.556318E+00
  0.321164E+00  0.846159E+02  0.560130E+00
  0.323905E+00  0.839896E+02  0.559620E+00
  0.326645E+00  0.832939E+02  0.554020E+00
  0.329385E+00  0.826779E+02  0.547530E+00
  0.332126E+00  0.822514E+02  0.544633E+00
  0.334866E+00  0.806865E+02  0.544357E+00
  0.337606E+00  0.809345E+02  0.546176E+00
  0.340347E+00  0.794890E+02  0.534431E+00
  0.343087E+00  0.791981E+02  0.526567E+00
  0.345827E+00  0.782831E+02  0.529672E+00
  0.348568E+00  0.771801E+02  0.524887E+00
  0.351308E+00  0.769428E+02  0.529419E+00
  0.354048E+00  0.765777E+02  0.515370E+00
  0.356788E+00  0.762180E+02  0.517326E+00
  0.359529E+00  0.759332E+02  0.512298E+00
  0.362269E+00  0.749634E+02  0.516147E+00
  0.365009E+00  0.740878E+02  0.512243E+00
  0.367750E+00  0.733680E+02  0.499095E+00
  0.370490E+00  0.730268E+02  0.500481E+00
  0.373230E+00  0.718206E+02  0.503585E+00
  0.375971E+00  0.723515E+02  0.492993E+00
  0.378711E+00  0.714243E+02  0.495812E+00
  0.381451E+00  0.704226E+02  0.489860E+00
  0.384192E+00  0.697797E+02  0.486676E+00
  0.386932E+00  0.696180E+02  0.489588E+00
  0.389672E+00  0.679646E+02  0.475777E+00
  0.392413E+00  0.675966E+02  0.480345E+00
  0.395153E+00  0.667677E+02  0.470511E+00
  0.397893E+00  0.671980E+02  0.476396E+00
  0.400633E+00  0.662141E+02  0.465199E+00
  0.403374E+00  0.660678E+02  0.469032E+00
  0.406114E+00  0.648982E+02  0.468149E+00
  0.408854E+00  0.640120E+02  0.459546E+00
  0.411595E+00  0.637732E+02  0.455888E+00
  0.414335E+00  0.627009E+02  0.451628E+00
  0.417075E+00  0.622656E+02  0.452646E+00
  0.419816E+00  0.620867E+02  0.456018E+00
  0.422556E+00  0.613017E+02  0.439415E+00
  0.425296E+00  0.608383E+02  0.449299E+00
  0.428037E+00  0.604434E+02  0.434152E+00
  0.430777E+00  0.592864E+02  0.438221E+00
  0.433517E+00  0.593291E+02  0.436092E+00
  0.436257E+00  0.584042E+02  0.428695E+00
  0.438998E+00  0.580636E+02  0.433337E+00
  0.441738E+00  0.569420E+02  0.424362E+00
  0.444478E+00  0.568937E+02  0.425450E+00
  0.447219E+00  0.564488E+02  0.416286E+00
  0.449959E+00  0.554303E+02  0.416801E+00
  0.452699E+00  0.546364E+02  0.416898E+00
  0.455440E+00  0.542941E+02  0.411944E+00
  0.458180E+00  0.540007E+02  0.412333E+00
  0.460920E+00  0.527643E+02  0.402066E+00
  0.463661E+00  0.522897E+02  0.402895E+00
  0.466401E+00  0.519586E+02  0.406402E+00
  0.469141E+00  0.515291E+02  0.393436E+00
  0.471881E+00  0.509196E+02  0.399010E+00
  0.474622E+00  0.505111E+02  0.396024E+00
  0.477362E+00  0.500972E+02  0.394128E+00
  0.480102E+00  0.494941E+02  0.385742E+00
  0.482843E+00  0.488490E+02  0.385987E+00
  0.485583E+00  0.498084E+02  0.398624E+00
  0.488323E+00  0.484194E+02  0.385218E+00
  0.491064E+00  0.477941E+02  0.383973E+00
  0.493804E+00  0.469574E+02  0.377029E+00
  0.496544E+00  0.464673E+02  0.372977E+00
  0.499285E+00  0.457073E+02  0.374872E+00
  0.502025E+00  0.457258E+02  0.370137E+00
  0.504765E+00  0.451268E+02  0.368769E+00
  0.507505E+00  0.445269E+02  0.368030E+00
  0.510246E+00  0.445208E+02  0.369074E+00
  0.512986E+00  0.441153E+02  0.369122E+00
  0.515726E+00  0.434620E+02  0.359279E+00
  0.518467E+00  0.432869E+02  0.364388E+00
  0.521207E+00  0.424959E+02  0.357414E+00
  0.523947E+00  0.425767E+02  0.360447E+00
  0.526688E+00  0.410189E+02  0.352851E+00
  0.529428E+00  0.413686E+02  0.355042E+00
  0.532168E+00  0.404833E+02  0.349956E+00
  0.534909E+00  0.401702E+02  0.344917E+00
  0.537649E+00  0.399164E+02  0.350548E+00
  0.540389E+00  0.396452E+02  0.346444E+00
  0.543129E+00  0.388633E+02  0.341745E+00
  0.545870E+00  0.384137E+02  0.341902E+00
  0.548610E+00  0.382705E+02  0.339328E+00
  0.551350E+00  0.373495E+02  0.335937E+00
  0.554091E+00  0.365700E+02  0.332060E+00
  0.556831E+00  0.368036E+02  0.336067E+00
  0.559571E+00  0.362660E+02  0.335927E+00
  0.562312E+00  0.354361E+02  0.323437E+00
  0.565052E+00  0.353114E+02  0.325834E+00
